trade_count,reserve0,reserve1,kLast,price_usd
89.0,4223000.0,1595832.3466729813,6739200000000.0,0.37789068119180236
90.0,4230000.0,1593191.4893617022,6739200000000.0,0.37664101403349937
91.0,4237000.0,1590559.3580363465,6739200000000.0,0.37539753552899374
92.0,4244000.0,1587935.9095193213,6739200000000.0,0.37416020488202667
93.0,4251000.0,1585321.1009174313,6739200000000.0,0.37292898163195276
94.0,4258000.0,1582714.8896195397,6739200000000.0,0.3717038256504321
95.0,4265000.0,1580117.2332942556,6739200000000.0,0.37048469713816073
96.0,4272000.0,1577528.0898876404,6739200000000.0,0.3692715566216387
97.0,4279000.0,1574947.4176209394,6739200000000.0,0.3680643649499742
98.0,4286000.0,1572375.174988334,6739200000000.0,0.3668630832917252
99.0,4293000.0,1569811.3207547169,6739200000000.0,0.36566767313177656
100.0,4300000.0,1567255.8139534884,6739200000000.0,0.3644780962682531
101.0,4307000.0,1564708.6138843743,6739200000000.0,0.363294314809467
102.0,4314000.0,1562169.6801112657,6739200000000.0,0.3621162911709007
103.0,4321000.0,1559638.9724600788,6739200000000.0,0.3609439880722237
104.0,4328000.0,1557116.4510166359,6739200000000.0,0.35977736853434283
105.0,4335000.0,1554602.0761245675,6739200000000.0,0.3586163958764862
106.0,4342000.0,1552095.8083832336,6739200000000.0,0.35746103371331955
107.0,4349000.0,1549597.6086456657,6739200000000.0,0.35631124595209607
108.0,4356000.0,1547107.438016529,6739200000000.0,0.35516699678983676
109.0,4363000.0,1544625.257850103,6739200000000.0,0.3540282507105439
110.0,4370000.0,1542151.0297482838,6739200000000.0,0.3528949724824448
111.0,4377000.0,1539684.7155586018,6739200000000.0,0.3517671271552666
112.0,4384000.0,1537226.2773722627,6739200000000.0,0.3506446800575417
113.0,4391000.0,1534775.6775222046,6739200000000.0,0.3495275967939432
114.0,4398000.0,1532332.8785811733,6739200000000.0,0.3484158432426497
115.0,4405000.0,1529897.8433598184,6739200000000.0,0.3473093855527397
116.0,4412000.0,1527470.534904805,6739200000000.0,0.3462081901416149
117.0,4419000.0,1525050.916496945,6739200000000.0,0.3451122236924519
118.0,4426000.0,1522638.9516493448,6739200000000.0,0.34402145315168203
119.0,4433000.0,1520234.6041055718,6739200000000.0,0.3429358457264994
120.0,4440000.0,1517837.8378378379,6739200000000.0,0.3418553688823959
121.0,4447000.0,1515448.617045199,6739200000000.0,0.34077999034072387
122.0,4454000.0,1513066.9061517736,6739200000000.0,0.33970967807628505
123.0,4461000.0,1510692.6698049766,6739200000000.0,0.3386444003149465
124.0,4468000.0,1508325.872873769,6739199999999.999,0.3375841255312822
125.0,4475000.0,1505966.4804469272,6739199999999.999,0.3365288224462407
126.0,4482000.0,1503614.457831325,6739199999999.999,0.3354784600248382
127.0,4489000.0,1501269.7705502338,6739199999999.999,0.334433007473877
128.0,4496000.0,1498932.384341637,6739200000000.0,0.33339243423968795
129.0,4503000.0,1496602.2651565622,6739200000000.0,0.3323567100058988
130.0,4510000.0,1494279.379157428,6739200000000.0,0.3313258046912257
131.0,4517000.0,1491963.6927164048,6739200000000.0,0.3302996884472891
132.0,4524000.0,1489655.1724137932,6739200000000.0,0.3292783316564529
133.0,4531000.0,1487353.7850364158,6739200000000.0,0.32826170492968787
134.0,4538000.0,1485059.4975760246,6739200000000.0,0.32724977910445674
135.0,4545000.0,1482772.2772277228,6739200000000.0,0.32624252524262326
136.0,4552000.0,1480492.0913884006,6739200000000.0,0.32523991462838325
137.0,4559000.0,1478218.9076551876,6739200000000.001,0.32424191876621794
138.0,4566000.0,1475952.6938239161,6739200000000.001,0.32324850937886906
139.0,4573000.0,1473693.4178876013,6739200000000.001,0.32225965840533594
140.0,4580000.0,1471441.0480349348,6739200000000.001,0.3212753379988941
141.0,4587000.0,1469195.5526487902,6739200000000.001,0.3202955205251341
142.0,4594000.0,1466956.9003047454,6739200000000.0,0.3193201785600229
143.0,4601000.0,1464725.0597696153,6739200000000.0,0.3183492848879842
144.0,4608000.0,1462500.0,6739200000000.0,0.3173828125
145.0,4615000.0,1460281.690140845,6739200000000.0,0.3164207345917324
146.0,4622000.0,1458070.0995240156,6739200000000.0,0.315463024561665
147.0,4629000.0,1455865.1976668828,6739200000000.0,0.31450965600926395
148.0,4636000.0,1453666.9542709233,6739200000000.0,0.3135606027331586
149.0,4643000.0,1451475.3392203317,6739200000000.0,0.31261583872934134
150.0,4650000.0,1449290.322580645,6739200000000.0,0.31167533818938603
151.0,4657000.0,1447111.8745973804,6739200000000.001,0.31073907549868596
152.0,4664000.0,1444939.965694683,6739200000000.001,0.30980702523470904
153.0,4671000.0,1442774.5664739886,6739200000000.001,0.30887916216527267
154.0,4678000.0,1440615.647712698,6739200000000.001,0.3079554612468358
155.0,4685000.0,1438463.1803628604,6739200000000.001,0.3070358976228091
156.0,4692000.0,1436317.1355498724,6739200000000.001,0.3061204466218824
157.0,4699000.0,1434177.4845711857,6739200000000.001,0.3052090837563706
158.0,4706000.0,1432044.1988950279,6739200000000.001,0.3043017847205754
159.0,4713000.0,1429917.2501591346,6739200000000.002,0.303398525389165
160.0,4720000.0,1427796.610169492,6739200000000.002,0.30249928181557034
161.0,4727000.0,1425682.2508990907,6739200000000.002,0.30160403023039783
162.0,4734000.0,1423574.1444866925,6739200000000.002,0.300712747039859
163.0,4741000.0,1421472.2632356046,6739200000000.002,0.29982540882421527
164.0,4748000.0,1419376.5796124688,6739200000000.002,0.2989419923362403
165.0,4755000.0,1417287.0662460572,6739200000000.002,0.2980624744996966
166.0,4762000.0,1415203.6959260819,6739200000000.002,0.29718683240782906
167.0,4769000.0,1413126.4416020133,6739200000000.001,0.2963150433218732
168.0,4776000.0,1411055.2763819098,6739200000000.001,0.29544708466957914
169.0,4783000.0,1408990.1735312568,6739200000000.002,0.29458293404375013
170.0,4790000.0,1406931.1064718168,6739200000000.002,0.2937225692007968
171.0,4797000.0,1404878.0487804883,6739200000000.003,0.2928659680593055
172.0,4804000.0,1402830.9741881771,6739200000000.003,0.2920131086986214
173.0,4811000.0,1400789.8565786744,6739200000000.003,0.2911639693574464
174.0,4818000.0,1398754.6699875472,6739200000000.003,0.29031852843245065
175.0,4825000.0,1396725.388601037,6739200000000.003,0.28947676447689885
176.0,4832000.0,1394701.9867549676,6739200000000.004,0.28863865619928963
177.0,4839000.0,1392684.4389336647,6739200000000.004,0.2878041824620097
178.0,4846000.0,1390672.7197688823,6739200000000.004,0.28697332228000044
179.0,4853000.0,1388666.8040387398,6739200000000.004,0.2861460548194395
180.0,4860000.0,1386666.6666666674,6739200000000.004,0.28532235939643363
181.0,4867000.0,1384672.2827203625,6739200000000.005,0.28450221547572685
182.0,4874000.0,1382683.627410752,6739200000000.005,0.2836856026694198
183.0,4881000.0,1380700.676090966,6739200000000.005,0.2828725007357029
184.0,4888000.0,1378723.40425532,6739200000000.005,0.2820628895776023
185.0,4895000.0,1376751.7875383054,6739200000000.005,0.28125674924173755
186.0,4902000.0,1374785.8017135873,6739200000000.005,0.28045405991709244
187.0,4909000.0,1372825.422693014,6739200000000.005,0.2796548019337979
188.0,4916000.0,1370870.6265256316,6739200000000.005,0.2788589557619267
189.0,4923000.0,1368921.3893967103,6739200000000.005,0.2780665020103007
190.0,4930000.0,1366977.6876267758,6739200000000.005,0.2772774214253095
191.0,4937000.0,1365039.4976706512,6739200000000.005,0.27649169488974096
192.0,4944000.0,1363106.7961165057,6739200000000.005,0.2757093034216233
193.0,4951000.0,1361179.5596849131,6739200000000.005,0.27493022817307883
194.0,4958000.0,1359257.7652279155,6739200000000.005,0.2741544504291883
195.0,4965000.0,1357341.3897280977,6739200000000.005,0.2733819516068676
196.0,4972000.0,1355430.4102976678,6739200000000.005,0.2726127132537546
197.0,4979000.0,1353524.8041775466,6739200000000.005,0.27184671704710717
198.0,4986000.0,1351624.548736463,6739200000000.005,0.2710839447927122
199.0,4993000.0,1349729.621470059,6739200000000.005,0.27032437842380513
200.0,5000000.0,1347840.000000001,6739200000000.005,0.2695680000000002
